0,平日,6:00:00,0
0,平日,6:15:00,1
0,平日,6:30:00,2
0,平日,6:45:00,3
0,平日,7:00:00,3
0,平日,7:15:00,5
0,平日,7:30:00,3
0,平日,7:45:00,3
0,平日,8:00:00,1
0,平日,8:15:00,1
0,平日,8:30:00,2
0,平日,8:45:00,2
0,平日,9:00:00,2
0,平日,9:15:00,1
0,平日,9:30:00,2
0,平日,9:45:00,2
0,平日,10:00:00,1
0,平日,10:15:00,1
0,平日,10:30:00,1
0,平日,10:45:00,1
0,平日,11:00:00,1
0,平日,11:15:00,1
0,平日,11:30:00,0
0,平日,11:45:00,1
0,平日,12:00:00,1
0,平日,12:15:00,2
0,平日,12:30:00,1
0,平日,12:45:00,1
0,平日,13:00:00,1
0,平日,13:15:00,1
0,平日,13:30:00,1
0,平日,13:45:00,1
0,平日,14:00:00,1
0,平日,14:15:00,1
0,平日,14:30:00,1
0,平日,14:45:00,1
0,平日,15:00:00,1
0,平日,15:15:00,1
0,平日,15:30:00,1
0,平日,15:45:00,1
0,平日,16:00:00,2
0,平日,16:15:00,1
0,平日,16:30:00,1
0,平日,16:45:00,1
0,平日,17:00:00,1
0,平日,17:15:00,1
0,平日,17:30:00,1
0,平日,17:45:00,1
0,平日,18:00:00,2
0,平日,18:15:00,2
0,平日,18:30:00,2
0,平日,18:45:00,1
0,平日,19:00:00,1
0,平日,19:15:00,1
0,平日,19:30:00,1
0,平日,19:45:00,0
0,平日,20:00:00,1
0,平日,20:15:00,1
0,平日,20:30:00,1
0,平日,20:45:00,0
0,平日,21:00:00,0
0,平日,21:15:00,0
0,平日,21:30:00,0
0,平日,21:45:00,0
0,平日,22:00:00,0
0,平日,22:15:00,0
0,平日,22:30:00,0
0,平日,22:45:00,0
1,平日,6:00:00,0
1,平日,6:15:00,0
1,平日,6:30:00,0
1,平日,6:45:00,0
1,平日,7:00:00,0
1,平日,7:15:00,0
1,平日,7:30:00,12
1,平日,7:45:00,1
1,平日,8:00:00,5
1,平日,8:15:00,1
1,平日,8:30:00,3
1,平日,8:45:00,1
1,平日,9:00:00,2
1,平日,9:15:00,1
1,平日,9:30:00,1
1,平日,9:45:00,1
1,平日,10:00:00,1
1,平日,10:15:00,0
1,平日,10:30:00,2
1,平日,10:45:00,1
1,平日,11:00:00,0
1,平日,11:15:00,1
1,平日,11:30:00,2
1,平日,11:45:00,1
1,平日,12:00:00,1
1,平日,12:15:00,0
1,平日,12:30:00,2
1,平日,12:45:00,1
1,平日,13:00:00,0
1,平日,13:15:00,1
1,平日,13:30:00,3
1,平日,13:45:00,1
1,平日,14:00:00,1
1,平日,14:15:00,1
1,平日,14:30:00,2
1,平日,14:45:00,1
1,平日,15:00:00,1
1,平日,15:15:00,1
1,平日,15:30:00,3
1,平日,15:45:00,1
1,平日,16:00:00,1
1,平日,16:15:00,2
